index_id,candidate_id,confidence_score,need_judge
1189, 11689, 5, False
1195, 11695, 5, False
1210, 11710, 5, False
1211, 11711, 5, False
1226, 11726, 5, False
1228, 11728, 5, False
1232, 11732, 5, False
1234, 11734, 5, False
1239, 11739, 5, False
1243, 11743, 5, False
1244, 11744, 5, False
1247, 11747, 5, False
1251, 11751, 5, False
1253, 11753, 5, False
1254, 11754, 5, False
1264, 11764, 5, False
1269, None, 1, True
1271, 11771, 5, False
1275, 11775, 5, False
1278, 11778, 5, False
1293, 11793, 5, False
1297, 11797, 5, False
1304, 11804, 5, False
1305, 11805, 5, False
1306, 11806, 5, False
1307, 13956, 4, False
1311, 11811, 5, False
1317, 11817, 5, False
1321, 11821, 5, False
1328, None, 1, True
1329, 11829, 5, False
1330, 11830, 5, False
1333, 11833, 5, False
1342, 11842, 5, False
1343, 11843, 5, False
1345, 11845, 5, False
1348, 11848, 5, False
1354, 11854, 5, False
1356, 11856, 5, False
1359, None, 1, True
1371, 11871, 5, False
1375, None, 1, True
1378, 11878, 5, False
1385, 11885, 5, False
1388, 11888, 5, False
1389, 11889, 5, False
1391, 11891, 5, False
1392, 11892, 5, False
1393, 11893, 5, False
1395, 11895, 5, False
1403, 11903, 5, False
1405, 11905, 5, False
1410, None, 1, True
1411, 11911, 5, False
1424, 11924, 5, False
1437, 11937, 5, False
1439, 11939, 5, False
1445, None, 1, True
1446, 11946, 5, False
1452, 11952, 5, False
1456, 11956, 5, False
1458, 11958, 5, False
1460, 11960, 5, False
1463, 11963, 5, False
1465, 11965, 5, False
1473, 11973, 5, False
1474, 11828, 4, False
1476, 11976, 5, False
1480, 11980, 5, False
1481, 11981, 5, False
1485, 11985, 5, False
1487, 11987, 5, False
1491, 11991, 5, False
1497, 11997, 5, False
1504, 12004, 5, False
1506, 12006, 5, False
1515, 12015, 5, False
1528, 12028, 5, False
1531, 12031, 5, False
1537, 12037, 5, False
1538, 12038, 5, False
1540, 12040, 5, False
1544, 12044, 5, False
1555, 12055, 5, False
1560, 12060, 5, False
1567, 12067, 5, False
1577, 12077, 5, False
1581, 12081, 5, False
1583, 12083, 5, False
1586, 12086, 5, False
1590, 12090, 5, False
1599, 12099, 5, False
1602, 12102, 5, False
1618, 12118, 5, False
1619, 12119, 5, False
1621, 12121, 5, False
1623, 12123, 5, False
1625, 12125, 5, False
1628, 12128, 5, False
1632, 12132, 5, False
1633, 12133, 5, False
1634, 12134, 5, False
1637, None, 1, True
1641, 12141, 5, False
1643, 12143, 5, False
1652, 12152, 5, False
1653, 12153, 5, False
1657, 12157, 5, False
1660, 12160, 5, False
1662, 12162, 5, False
1686, 12186, 5, False
1687, 12187, 5, False
1688, None, 1, True
1693, 12193, 5, False
1698, 12198, 5, False
1701, 12201, 5, False
1719, 12219, 5, False
1723, 12223, 5, False
1724, 12224, 5, False
1730, 12230, 5, False
1731, 12231, 5, False
1736, 12236, 5, False
1750, 12250, 5, False
1751, 12251, 5, False
1753, 12253, 5, False
1754, 12254, 5, False
1760, 12260, 5, False
1764, 12264, 5, False
1766, 12266, 5, False
1768, 12268, 5, False
1774, 12274, 5, False
1777, 12277, 5, False
1779, 12279, 5, False
1787, 12287, 5, False
1789, None, 1, True
1793, 12293, 5, False
1805, 12305, 5, False
1806, 12306, 5, False
1814, 12314, 5, False
1821, 12321, 5, False
1822, 12322, 5, False
1824, 12324, 5, False
1826, 12326, 5, False
1830, 12330, 5, False
1831, 12331, 5, False
1835, 12335, 5, False
1839, 12339, 5, False
1841, 12341, 5, False
1843, 12343, 5, False
1854, 12354, 5, False
1857, 12357, 5, False
1865, 12365, 5, False
1873, 12373, 5, False
1884, 12384, 5, False
1885, 12385, 5, False
1890, 12390, 5, False
1892, 12392, 5, False
1896, 12396, 5, False
1897, 12397, 5, False
1898, 12398, 5, False
1912, 12412, 5, False
1913, 12413, 5, False
1918, 12418, 5, False
1927, 12427, 5, False
1930, 12430, 5, False
1935, 12435, 5, False
1936, 12436, 5, False
1942, 12442, 5, False
1952, 12452, 5, False
1953, None, 1, True
1956, 12456, 5, False
1960, 12460, 5, False
1964, 12464, 5, False
1971, 12471, 5, False
1984, 12484, 5, False
1988, 12488, 5, False
1989, 12489, 5, False
1990, 12490, 5, False
1998, 12498, 5, False
2010, 12510, 5, False
2011, 12511, 5, False
2014, 12514, 5, False
2015, 12515, 5, False
2021, None, 1, True
2026, 12526, 5, False
2029, 12529, 5, False
2033, 12533, 5, False
2036, 12536, 5, False
2039, 12539, 5, False
2047, 12547, 5, False
2048, None, 1, True
2053, 12553, 5, False
2061, 12561, 5, False
2064, 12564, 5, False
2067, 12567, 5, False
2070, 12570, 5, False
2072, 12572, 5, False
2076, 12576, 4, False
2080, 12580, 5, False
2088, 12588, 5, False
2090, 12590, 5, False
2091, 12591, 5, False
2100, 12600, 5, False
2101, 12601, 5, False
2104, 12604, 5, False
2106, 12606, 4, False
2119, 12619, 5, False
2120, 12620, 5, False
2121, 12621, 5, False
2123, 12623, 5, False
2133, 12633, 5, False
2141, 12641, 5, False
2142, 12642, 5, False
2149, 12649, 5, False
2164, None, 1, True
2165, 12665, 5, False
2167, 12667, 5, False
2168, 12668, 5, False
2177, 12677, 5, False
2179, 12679, 5, False
2180, 12680, 5, False
2182, 12682, 5, False
2197, 12697, 5, False
2200, 12700, 5, False
2205, 12705, 5, False
2209, 12709, 5, False
2216, 12716, 5, False
2224, 12724, 5, False
2226, 12726, 5, False
2227, 12727, 5, False
2230, 12730, 5, False
2232, None, 1, True
2233, 12733, 5, False
2243, 12743, 5, False
2246, 12746, 5, False
2247, 12747, 5, False
2248, 12748, 5, False
2255, 12755, 5, False
2272, 12772, 5, False
2282, 12782, 5, False
2284, 12784, 5, False
2296, 12796, 5, False
2298, 12798, 5, False
2307, 12807, 5, False
2310, 12810, 5, False
2315, 12815, 5, False
2318, 12818, 5, False
2321, 12821, 5, False
2330, 12830, 5, False
2339, 12839, 5, False
