index_id,candidate_id,confidence,need_judge
1737,12237,5,False
1738,12238,5,False
1741,12241,5,False
1748,12248,5,False
1752,12252,5,False
1755,12255,5,False
1757,12257,5,False
1759,12259,5,False
1761,12261,5,False
1765,12265,5,False
1770,12270,5,False
1773,12273,5,False
1783,12283,5,False
1784,12284,5,False
1785,12285,5,False
1797,12297,5,False
1799,12299,5,False
1800,12300,5,False
1804,12304,5,False
1809,12309,5,False
1810,12310,5,False
1812,12312,5,False
1819,12319,5,False
1828,12328,5,False
1832,12332,5,False
1834,12334,5,False
1852,12352,5,False
1856,12356,5,False
1861,12361,5,False
1862,12362,5,False
1881,12381,5,False
1882,12382,5,False
1895,12395,5,False
1899,12399,5,False
1901,12401,5,False
1907,12407,5,False
1910,12410,5,False
1911,12799,2,True
1928,12428,5,False
1929,12429,5,False
1931,12431,5,False
1934,12434,5,False
1939,12439,5,False
1941,12441,5,False
1943,12443,5,False
1954,12454,5,False
1961,12461,5,False
1967,14872,1,True
1968,12468,5,False
1972,12472,5,False
1976,12476,5,False
1977,12477,5,False
1982,12482,5,False
1994,12494,5,False
2001,12501,5,False
2005,12505,5,False
2012,12512,5,False
2013,12513,5,False
2020,12520,5,False
2031,12531,5,False
2034,12534,5,False
2038,12538,5,False
2043,12543,5,False
2051,12551,5,False
2054,12554,5,False
2055,12555,5,False
2059,12559,5,False
2062,12562,5,False
2066,12566,5,False
2068,12568,5,False
2071,12571,5,False
2078,17129,2,True
2096,12596,5,False
2105,12605,5,False
2108,12608,5,False
2115,12615,5,False
2132,12632,5,False
2134,12634,5,False
2135,33707,1,True
2140,12640,5,False
2143,12643,5,False
2150,12650,5,False
2154,12654,5,False
2169,12669,5,False
2176,12676,5,False
2192,12692,5,False
2193,12693,5,False
2213,12713,5,False
2219,12719,5,False
2221,12721,5,False
2222,12722,5,False
2229,37860,1,True
2240,12740,5,False
2250,12750,5,False
2254,12754,5,False
2257,12757,5,False
2260,12760,5,False
2263,12763,5,False
2275,12775,5,False
2283,12783,2,True
2288,12788,5,False
2294,12794,5,False
2299,12799,5,False
2302,12802,5,False
2308,12808,5,False
2319,12819,5,False
2322,12822,5,False
2327,12827,5,False
2343,12843,5,False
2348,12848,5,False
2356,12856,5,False
2365,12865,5,False
2375,12875,5,False
2388,12888,5,False
2394,12894,5,False
2402,12902,5,False
2408,12908,5,False
2412,12912,5,False
2413,16094,1,True
2414,12914,5,False
2419,12919,5,False
2446,12946,5,False
2454,12954,5,False
2455,18851,1,True
2461,12961,5,False
2466,12966,5,False
2467,12967,5,False
2481,18138,1,True
2490,12990,5,False
2491,12991,5,False
2496,12996,5,False
2497,12997,5,False
2498,12998,5,False
2502,13002,5,False
2518,13018,5,False
2521,13021,5,False
2524,13024,5,False
2526,16094,1,True
2527,13027,5,False
2537,13037,5,False
2544,13044,5,False
2547,13047,5,False
2554,13054,5,False
2557,13057,5,False
2569,13069,5,False
2575,13075,5,False
2589,13089,5,False
2594,13094,5,False
2599,13099,5,False
2605,13105,5,False
2613,13113,5,False
2621,13121,5,False
2629,30933,2,True
2630,13130,2,True
2636,13136,5,False
2641,13141,5,False
2647,13147,5,False
2667,17738,1,True
2684,13184,5,False
2688,13188,5,False
2691,13191,5,False
2705,13205,5,False
2709,13209,5,False
2714,13214,5,False
2717,13217,5,False
2725,18019,1,True
2735,13235,5,False
2738,13238,5,False
2741,13241,5,False
2743,13243,5,False
2744,13244,5,False
2748,13248,5,False
2752,13252,5,False
2762,13262,5,False
2765,13265,5,False
2775,13275,5,False
2780,13280,5,False
2785,13285,5,False
2788,13288,5,False
2792,13292,5,False
2798,13298,5,False
2800,13300,5,False
2808,13308,2,True
2811,13311,5,False
2814,13314,5,False
2824,13324,5,False
2825,13325,5,False
2831,13331,5,False
2854,16094,1,True
2857,13357,5,False
2863,13363,5,False
2868,10868,2,True
2872,13372,5,False
2880,13380,5,False
2884,13384,5,False
2890,13390,5,False
2891,13391,5,False
2893,13393,5,False
2895,13395,5,False
2896,13396,5,False
2902,13402,5,False
2905,13405,5,False
2914,13414,5,False
2916,13416,5,False
