index_id,candidate_id,confidence_score,need_judge
867,-1,1,True
868,11368,5,False
869,11369,5,False
872,11372,5,False
873,11373,5,False
876,11376,5,False
881,11381,5,False
885,11385,5,False
890,11390,5,False
891,11391,5,False
892,11392,5,False
898,11398,5,False
899,11399,5,False
900,11400,5,False
902,11402,5,False
906,11406,5,False
912,11412,5,False
915,11415,5,False
930,11430,5,False
931,11431,5,False
935,11435,5,False
938,-1,1,True
939,11439,5,False
942,11442,5,False
943,11443,5,False
947,11447,5,False
949,-1,1,True
950,11450,5,False
951,11451,5,False
956,11456,4,True
960,11460,5,False
964,11464,5,False
965,11465,5,False
966,11466,5,False
976,11476,5,False
978,11478,5,False
984,11484,5,False
986,11486,5,False
990,11490,5,False
991,11491,5,False
992,11492,5,False
994,11494,5,False
997,11497,5,False
999,11499,5,False
1004,11504,5,False
1006,11506,5,False
1007,-1,1,True
1011,11511,5,False
1014,-1,1,True
1015,11515,5,False
1016,11516,5,False
1018,11518,5,False
1019,11519,5,False
1020,11520,5,False
1021,11521,5,False
1024,11524,5,False
1025,11525,5,False
1027,11527,5,False
1029,11529,5,False
1031,11531,5,False
1034,11534,5,False
1037,11537,5,False
1039,11539,5,False
1041,11541,5,False
1044,11544,5,False
1047,11547,5,False
1049,11549,5,False
1051,11551,5,False
1055,11555,5,False
1057,11557,5,False
1066,11566,5,False
1069,11569,5,False
1070,-1,1,True
1074,11574,5,False
1075,11575,5,False
1076,11576,5,False
1079,11579,5,False
1081,11581,5,False
1082,11582,5,False
1083,11583,5,False
1084,11584,5,False
1086,11586,5,False
1087,11587,5,False
1090,11590,5,False
1091,11591,5,False
1093,11593,5,False
1097,11597,5,False
1098,11598,5,False
1102,11602,5,False
1108,-1,1,True
1110,11610,5,False
1115,11615,5,False
1120,11620,5,False
1121,11621,5,False
1122,11622,5,False
1123,11623,5,False
1124,11624,5,False
1125,11625,5,False
1128,11628,5,False
1129,11629,5,False
1132,11632,5,False
1134,11634,5,False
1135,11635,5,False
1137,11637,5,False
1142,11642,5,False
1144,11644,5,False
1145,11645,5,False
1149,11649,5,False
1153,11653,5,False
1155,11655,5,False
1165,11665,5,False
1167,11667,5,False
1171,11671,5,False
1172,11672,5,False
1176,11676,5,False
1186,11686,5,False
1190,11690,5,False
1192,-1,1,True
1193,11693,5,False
1194,11694,5,False
1196,11696,5,False
1199,-1,1,True
1200,11700,5,False
1201,11701,5,False
1203,11703,5,False
1206,11706,5,False
1212,11712,5,False
1214,11714,5,False
1215,11715,5,False
1218,11718,5,False
1220,-1,1,True
1223,11723,5,False
1227,11727,5,False
1229,11729,5,False
1233,11733,5,False
1236,11736,5,False
1237,-1,1,True
1238,11738,5,False
1240,11740,5,False
1241,11741,5,False
1245,11745,5,False
1246,11746,5,False
1248,11748,5,False
1249,11749,5,False
1257,11757,5,False
1259,11759,5,False
1260,-1,1,True
1262,11762,5,False
1263,11763,5,False
1265,11765,5,False
1267,-1,1,True
1273,11773,5,False
1276,11776,5,False
1279,11779,5,False
1281,11781,5,False
1282,11782,5,False
1283,11783,5,False
1292,11792,5,False
1294,11794,5,False
1295,11795,5,False
1298,11798,5,False
1299,-1,1,True
1301,-1,1,True
1302,11802,5,False
1303,11803,5,False
1308,11808,5,False
1309,11809,5,False
1313,11813,5,False
1316,11816,5,False
1319,11819,5,False
1322,11822,5,False
1323,11823,5,False
1325,11825,5,False
1326,11826,5,False
1327,11827,5,False
