index_name,index_id,index_language,candidates_str,num_candidates
Léopold_II_de_Toscane,133,French,"[['Leopold_II,_Grand_Duke_of_Tuscany', 'http://dbpedia.org/resource/Leopold_II,_Grand_Duke_of_Tuscany', 10633, 'English'], ['Leopold_II_of_Belgium', 'http://dbpedia.org/resource/Leopold_II_of_Belgium', 38283, 'English'], ['Ferdinand_III,_Grand_Duke_of_Tuscany', 'http://dbpedia.org/resource/Ferdinand_III,_Grand_Duke_of_Tuscany', 15053, 'English'], ['Leopold_III_of_Belgium', 'http://dbpedia.org/resource/Leopold_III_of_Belgium', 35851, 'English'], ['Ferdinand_IV,_Grand_Duke_of_Tuscany', 'http://dbpedia.org/resource/Ferdinand_IV,_Grand_Duke_of_Tuscany', 20478, 'English'], ['Roger_II_of_Sicily', 'http://dbpedia.org/resource/Roger_II_of_Sicily', 15722, 'English'], ['Frederick_III_of_Sicily', 'http://dbpedia.org/resource/Frederick_III_of_Sicily', 15140, 'English'], ['Umberto_II_of_Italy', 'http://dbpedia.org/resource/Umberto_II_of_Italy', 19473, 'English'], ['Charles_II_of_Naples', 'http://dbpedia.org/resource/Charles_II_of_Naples', 38809, 'English'], ['Alfonso_II,_Count_of_Provence', 'http://dbpedia.org/resource/Alfonso_II,_Count_of_Provence', 32344, 'English'], ['Alfonso_II_of_Naples', 'http://dbpedia.org/resource/Alfonso_II_of_Naples', 34272, 'English'], ['Victor_Amadeus_II_of_Sardinia', 'http://dbpedia.org/resource/Victor_Amadeus_II_of_Sardinia', 17022, 'English'], ['Charles_II_of_Navarre', 'http://dbpedia.org/resource/Charles_II_of_Navarre', 14407, 'English'], ['Henry_II_of_France', 'http://dbpedia.org/resource/Henry_II_of_France', 37248, 'English'], ['Philip_II_of_France', 'http://dbpedia.org/resource/Philip_II_of_France', 32816, 'English'], ['Robert_II,_Duke_of_Burgundy', 'http://dbpedia.org/resource/Robert_II,_Duke_of_Burgundy', 11736, 'English'], ['Charles_II_of_Spain', 'http://dbpedia.org/resource/Charles_II_of_Spain', 13963, 'English'], ['Louis_II_of_Naples', 'http://dbpedia.org/resource/Louis_II_of_Naples', 31301, 'English'], ['Isabella_II_of_Jerusalem', 'http://dbpedia.org/resource/Isabella_II_of_Jerusalem', 33746, 'English'], ['Richard_II,_Duke_of_Normandy', 'http://dbpedia.org/resource/Richard_II,_Duke_of_Normandy', 31542, 'English']]",20
Kashiwa_Reysol,134,French,"[['Kashiwa_Reysol', 'http://dbpedia.org/resource/Kashiwa_Reysol', 10634, 'English'], ['Omiya_Ardija', 'http://dbpedia.org/resource/Omiya_Ardija', 13991, 'English'], ['Cerezo_Osaka', 'http://dbpedia.org/resource/Cerezo_Osaka', 19207, 'English'], ['Sanfrecce_Hiroshima', 'http://dbpedia.org/resource/Sanfrecce_Hiroshima', 38336, 'English'], ['Panionios_F.C.', 'http://dbpedia.org/resource/Panionios_F.C.', 20936, 'English'], ['Gamba_Osaka', 'http://dbpedia.org/resource/Gamba_Osaka', 15853, 'English'], ['Panathinaikos_F.C.', 'http://dbpedia.org/resource/Panathinaikos_F.C.', 19732, 'English'], ['Albirex_Niigata', 'http://dbpedia.org/resource/Albirex_Niigata', 11820, 'English'], ['Sivasspor', 'http://dbpedia.org/resource/Sivasspor', 11416, 'English'], ['Deportivo_Saprissa', 'http://dbpedia.org/resource/Deportivo_Saprissa', 35635, 'English'], ['Atromitos_F.C.', 'http://dbpedia.org/resource/Atromitos_F.C.', 15540, 'English'], ['Apollon_Smyrni_F.C.', 'http://dbpedia.org/resource/Apollon_Smyrni_F.C.', 37261, 'English'], ['IFK_Norrköping', 'http://dbpedia.org/resource/IFK_Norrköping', 36271, 'English'], ['Vegalta_Sendai', 'http://dbpedia.org/resource/Vegalta_Sendai', 31007, 'English'], ['Feyenoord', 'http://dbpedia.org/resource/Feyenoord', 18442, 'English'], ['Aironi', 'http://dbpedia.org/resource/Aironi', 30229, 'English'], ['Cesena', 'http://dbpedia.org/resource/Cesena', 37012, 'English'], ['Bursaspor', 'http://dbpedia.org/resource/Bursaspor', 13777, 'English'], ['Olympiacos_F.C.', 'http://dbpedia.org/resource/Olympiacos_F.C.', 13393, 'English'], ['Trabzonspor', 'http://dbpedia.org/resource/Trabzonspor', 15922, 'English']]",20
Parti_socialiste_d'Albanie,135,French,"[['Socialist_Party_of_Albania', 'http://dbpedia.org/resource/Socialist_Party_of_Albania', 10635, 'English'], ['Socialist_Party_of_Serbia', 'http://dbpedia.org/resource/Socialist_Party_of_Serbia', 16276, 'English'], ['Democratic_Party_of_Albania', 'http://dbpedia.org/resource/Democratic_Party_of_Albania', 14681, 'English'], ['Socialist_Party_of_Senegal', 'http://dbpedia.org/resource/Socialist_Party_of_Senegal', 14597, 'English'], ['Communist_Party_of_Greece', 'http://dbpedia.org/resource/Communist_Party_of_Greece', 16092, 'English'], ['Democratic_Party_of_Socialists_of_Montenegro', 'http://dbpedia.org/resource/Democratic_Party_of_Socialists_of_Montenegro', 12512, 'English'], ['Socialist_Party_of_Chile', 'http://dbpedia.org/resource/Socialist_Party_of_Chile', 36820, 'English'], ['Socialist_Unity_Party_of_Germany', 'http://dbpedia.org/resource/Socialist_Unity_Party_of_Germany', 33174, 'English'], ['Democratic_Party_of_Serbia', 'http://dbpedia.org/resource/Democratic_Party_of_Serbia', 36422, 'English'], ['Communist_Party_of_Spain', 'http://dbpedia.org/resource/Communist_Party_of_Spain', 36750, 'English'], ['United_Socialist_Party_of_Venezuela', 'http://dbpedia.org/resource/United_Socialist_Party_of_Venezuela', 12596, 'English'], ['Liberal_Democratic_Party_of_Moldova', 'http://dbpedia.org/resource/Liberal_Democratic_Party_of_Moldova', 17870, 'English'], ['Social_Democratic_Party_of_Croatia', 'http://dbpedia.org/resource/Social_Democratic_Party_of_Croatia', 13324, 'English'], [""People's_Socialist_Republic_of_Albania"", ""http://dbpedia.org/resource/People's_Socialist_Republic_of_Albania"", 16316, 'English'], ['Social_Democratic_Party_of_Lithuania', 'http://dbpedia.org/resource/Social_Democratic_Party_of_Lithuania', 39170, 'English'], ['Communist_Party_of_the_Soviet_Union', 'http://dbpedia.org/resource/Communist_Party_of_the_Soviet_Union', 35913, 'English'], ['Party_of_European_Socialists', 'http://dbpedia.org/resource/Party_of_European_Socialists', 14123, 'English'], ['Social_Democratic_Party_of_Austria', 'http://dbpedia.org/resource/Social_Democratic_Party_of_Austria', 36460, 'English'], ['Communist_Party_of_Vietnam', 'http://dbpedia.org/resource/Communist_Party_of_Vietnam', 30849, 'English'], ['Socialist_Republic_of_Serbia', 'http://dbpedia.org/resource/Socialist_Republic_of_Serbia', 14552, 'English']]",20
Robert_Curbeam,136,French,"[['Robert_Curbeam', 'http://dbpedia.org/resource/Robert_Curbeam', 10636, 'English'], ['Robert_Guéï', 'http://dbpedia.org/resource/Robert_Guéï', 34764, 'English'], ['Robert_Malval', 'http://dbpedia.org/resource/Robert_Malval', 13808, 'English'], ['Robert_Crippen', 'http://dbpedia.org/resource/Robert_Crippen', 14800, 'English'], ['Robert_Kanigher', 'http://dbpedia.org/resource/Robert_Kanigher', 34341, 'English'], ['Robert_McNamara', 'http://dbpedia.org/resource/Robert_McNamara', 37581, 'English'], ['Robert_Parrish', 'http://dbpedia.org/resource/Robert_Parrish', 36360, 'English'], ['Robert_Kocharyan', 'http://dbpedia.org/resource/Robert_Kocharyan', 14095, 'English'], ['Robert_McKimson', 'http://dbpedia.org/resource/Robert_McKimson', 37715, 'English'], ['Robert_Curthose', 'http://dbpedia.org/resource/Robert_Curthose', 32613, 'English'], ['Robert_Byrd', 'http://dbpedia.org/resource/Robert_Byrd', 39139, 'English'], ['Robert_Trujillo', 'http://dbpedia.org/resource/Robert_Trujillo', 14896, 'English'], ['Robert-Baldwin', 'http://dbpedia.org/resource/Robert-Baldwin', 32466, 'English'], ['Robert_Borden', 'http://dbpedia.org/resource/Robert_Borden', 14217, 'English'], ['Robert_Johnson', 'http://dbpedia.org/resource/Robert_Johnson', 13868, 'English'], ['Robert_Laycock', 'http://dbpedia.org/resource/Robert_Laycock', 30534, 'English'], ['Robert_Menzies', 'http://dbpedia.org/resource/Robert_Menzies', 15960, 'English'], ['Robert_John_%22Mutt%22_Lange', 'http://dbpedia.org/resource/Robert_John_%22Mutt%22_Lange', 36530, 'English'], ['Robert_Reich', 'http://dbpedia.org/resource/Robert_Reich', 16536, 'English'], ['Robert_Bourassa', 'http://dbpedia.org/resource/Robert_Bourassa', 16545, 'English']]",20
Sénat_(République_tchèque),137,French,"[['Czech_Republic', 'http://dbpedia.org/resource/Czech_Republic', 11225, 'English'], ['Civic_Democratic_Party_(Czech_Republic)', 'http://dbpedia.org/resource/Civic_Democratic_Party_(Czech_Republic)', 11010, 'English'], ['President_of_the_Czech_Republic', 'http://dbpedia.org/resource/President_of_the_Czech_Republic', 30875, 'English'], ['Russian_Republic', 'http://dbpedia.org/resource/Russian_Republic', 14469, 'English'], ['Second_Hungarian_Republic', 'http://dbpedia.org/resource/Second_Hungarian_Republic', 10896, 'English'], ['Senate_of_the_Republic_(Italy)', 'http://dbpedia.org/resource/Senate_of_the_Republic_(Italy)', 15819, 'English'], ['Dutch_Republic', 'http://dbpedia.org/resource/Dutch_Republic', 15593, 'English'], ['Senate_(Belgium)', 'http://dbpedia.org/resource/Senate_(Belgium)', 18454, 'English'], ['Czech_legislative_election,_2013', 'http://dbpedia.org/resource/Czech_legislative_election,_2013', 38068, 'English'], ['Senate_of_Poland', 'http://dbpedia.org/resource/Senate_of_Poland', 17903, 'English'], ['Senate_of_the_Parliament_of_the_Czech_Republic', 'http://dbpedia.org/resource/Senate_of_the_Parliament_of_the_Czech_Republic', 10637, 'English'], ['Socialist_Republic_of_Croatia', 'http://dbpedia.org/resource/Socialist_Republic_of_Croatia', 11167, 'English'], ['First_Austrian_Republic', 'http://dbpedia.org/resource/First_Austrian_Republic', 15555, 'English'], ['Second_Polish_Republic', 'http://dbpedia.org/resource/Second_Polish_Republic', 38003, 'English'], [""Hungarian_People's_Republic"", ""http://dbpedia.org/resource/Hungarian_People's_Republic"", 15565, 'English'], ['Socialist_Republic_of_Slovenia', 'http://dbpedia.org/resource/Socialist_Republic_of_Slovenia', 17936, 'English'], ['Democratic_Republic_of_Afghanistan', 'http://dbpedia.org/resource/Democratic_Republic_of_Afghanistan', 34220, 'English'], ['Senate_of_Romania', 'http://dbpedia.org/resource/Senate_of_Romania', 38968, 'English'], ['Socialist_Republic_of_Serbia', 'http://dbpedia.org/resource/Socialist_Republic_of_Serbia', 14552, 'English'], ['Socialist_Republic_of_Romania', 'http://dbpedia.org/resource/Socialist_Republic_of_Romania', 18810, 'English']]",20
José_Miaja,138,French,"[['José_Miaja', 'http://dbpedia.org/resource/José_Miaja', 10638, 'English'], ['José_Froilán_González', 'http://dbpedia.org/resource/José_Froilán_González', 12816, 'English'], ['José_Relvas', 'http://dbpedia.org/resource/José_Relvas', 14895, 'English'], ['José_Sócrates', 'http://dbpedia.org/resource/José_Sócrates', 10643, 'English'], ['José_Antonio_Griñán', 'http://dbpedia.org/resource/José_Antonio_Griñán', 14534, 'English'], ['José_Manuel_Barroso', 'http://dbpedia.org/resource/José_Manuel_Barroso', 35382, 'English'], ['José_María_Aznar', 'http://dbpedia.org/resource/José_María_Aznar', 35893, 'English'], ['José_Montilla', 'http://dbpedia.org/resource/José_Montilla', 11628, 'English'], ['José_Luis_Rodríguez_Zapatero', 'http://dbpedia.org/resource/José_Luis_Rodríguez_Zapatero', 15945, 'English'], ['António_José_de_Almeida', 'http://dbpedia.org/resource/António_José_de_Almeida', 20741, 'English'], ['José_Blanco_López', 'http://dbpedia.org/resource/José_Blanco_López', 37980, 'English'], ['Juan_José_Lucas', 'http://dbpedia.org/resource/Juan_José_Lucas', 12107, 'English'], ['José_Vicente_de_Freitas', 'http://dbpedia.org/resource/José_Vicente_de_Freitas', 33527, 'English'], ['José_Mário_Vaz', 'http://dbpedia.org/resource/José_Mário_Vaz', 34085, 'English'], ['José_Bono_Martínez', 'http://dbpedia.org/resource/José_Bono_Martínez', 37829, 'English'], ['José_Eduardo_dos_Santos', 'http://dbpedia.org/resource/José_Eduardo_dos_Santos', 34702, 'English'], ['António_José_Seguro', 'http://dbpedia.org/resource/António_José_Seguro', 34501, 'English'], ['José_Sarney', 'http://dbpedia.org/resource/José_Sarney', 17846, 'English'], ['José_Miguel_Carrera', 'http://dbpedia.org/resource/José_Miguel_Carrera', 33744, 'English'], ['José_de_San_Martín', 'http://dbpedia.org/resource/José_de_San_Martín', 13572, 'English']]",20
The_Lazy_Song,139,French,"[['The_Lazy_Song', 'http://dbpedia.org/resource/The_Lazy_Song', 10639, 'English'], ['The_Song_Remains_the_Same_(song)', 'http://dbpedia.org/resource/The_Song_Remains_the_Same_(song)', 33793, 'English'], ['The_Best_Damn_Thing_(song)', 'http://dbpedia.org/resource/The_Best_Damn_Thing_(song)', 32382, 'English'], ['The_Days_(song)', 'http://dbpedia.org/resource/The_Days_(song)', 38876, 'English'], ['The_Word_(song)', 'http://dbpedia.org/resource/The_Word_(song)', 14353, 'English'], ['The_Future_(song)', 'http://dbpedia.org/resource/The_Future_(song)', 36374, 'English'], ['The_People_(Common_song)', 'http://dbpedia.org/resource/The_People_(Common_song)', 31948, 'English'], ['The_Fly_(song)', 'http://dbpedia.org/resource/The_Fly_(song)', 16322, 'English'], ['The_Walk_(The_Cure_song)', 'http://dbpedia.org/resource/The_Walk_(The_Cure_song)', 31475, 'English'], ['Do_Ya_(The_Move_song)', 'http://dbpedia.org/resource/Do_Ya_(The_Move_song)', 36622, 'English'], ['The_Kids_Are_Alright_(song)', 'http://dbpedia.org/resource/The_Kids_Are_Alright_(song)', 15112, 'English'], ['The_Real_Me_(The_Who_song)', 'http://dbpedia.org/resource/The_Real_Me_(The_Who_song)', 30514, 'English'], ['Still_of_the_Night_(song)', 'http://dbpedia.org/resource/Still_of_the_Night_(song)', 33104, 'English'], ['The_Sweet_Escape_(song)', 'http://dbpedia.org/resource/The_Sweet_Escape_(song)', 13924, 'English'], ['The_Night_Before_(song)', 'http://dbpedia.org/resource/The_Night_Before_(song)', 35557, 'English'], ['The_End_(Beatles_song)', 'http://dbpedia.org/resource/The_End_(Beatles_song)', 34028, 'English'], ['Just_(song)', 'http://dbpedia.org/resource/Just_(song)', 11805, 'English'], ['The_Scientist_(song)', 'http://dbpedia.org/resource/The_Scientist_(song)', 14823, 'English'], [""I'm_Free_(The_Who_song)"", ""http://dbpedia.org/resource/I'm_Free_(The_Who_song)"", 16047, 'English'], ['The_Logical_Song', 'http://dbpedia.org/resource/The_Logical_Song', 34661, 'English']]",20
Arash,140,French,"[['Arash_(singer)', 'http://dbpedia.org/resource/Arash_(singer)', 10640, 'English'], ['Mohammad_Reza_Pahlavi', 'http://dbpedia.org/resource/Mohammad_Reza_Pahlavi', 12167, 'English'], ['Reza_Shah', 'http://dbpedia.org/resource/Reza_Shah', 30238, 'English'], ['Nabil_Benabdallah', 'http://dbpedia.org/resource/Nabil_Benabdallah', 19012, 'English'], ['DJ_Khalil', 'http://dbpedia.org/resource/DJ_Khalil', 37302, 'English'], ['Alexey_Leonov', 'http://dbpedia.org/resource/Alexey_Leonov', 32889, 'English'], ['Ismail_Haniyeh', 'http://dbpedia.org/resource/Ismail_Haniyeh', 33070, 'English'], ['Timbaland', 'http://dbpedia.org/resource/Timbaland', 11318, 'English'], ['DJ_Khaled', 'http://dbpedia.org/resource/DJ_Khaled', 12174, 'English'], ['Ilya_Bryzgalov', 'http://dbpedia.org/resource/Ilya_Bryzgalov', 35528, 'English'], ['Akon', 'http://dbpedia.org/resource/Akon', 20935, 'English'], ['Kamel_Morjane', 'http://dbpedia.org/resource/Kamel_Morjane', 18124, 'English'], ['Rachid_Solh', 'http://dbpedia.org/resource/Rachid_Solh', 31587, 'English'], ['Anggun', 'http://dbpedia.org/resource/Anggun', 14381, 'English'], ['Ilan_Rubin', 'http://dbpedia.org/resource/Ilan_Rubin', 33833, 'English'], ['Mohombi', 'http://dbpedia.org/resource/Mohombi', 11450, 'English'], ['Nelly_Furtado', 'http://dbpedia.org/resource/Nelly_Furtado', 31001, 'English'], ['Ashraf_Ghani', 'http://dbpedia.org/resource/Ashraf_Ghani', 16134, 'English'], ['Haris_Silajdžić', 'http://dbpedia.org/resource/Haris_Silajdžić', 11959, 'English'], ['Saeb_Salam', 'http://dbpedia.org/resource/Saeb_Salam', 16281, 'English']]",20
Willy_Brandt,141,French,"[['Willy_Brandt', 'http://dbpedia.org/resource/Willy_Brandt', 10641, 'English'], ['Willy_Claes', 'http://dbpedia.org/resource/Willy_Claes', 13014, 'English'], ['Willie_Nelson', 'http://dbpedia.org/resource/Willie_Nelson', 20675, 'English'], ['Hans-Peter_Friedrich', 'http://dbpedia.org/resource/Hans-Peter_Friedrich', 10669, 'English'], ['Willie_Mitchell_(musician)', 'http://dbpedia.org/resource/Willie_Mitchell_(musician)', 14494, 'English'], ['Willie_Dixon', 'http://dbpedia.org/resource/Willie_Dixon', 19485, 'English'], ['Billy_Joel', 'http://dbpedia.org/resource/Billy_Joel', 17755, 'English'], ['Ernest_George_Jansen', 'http://dbpedia.org/resource/Ernest_George_Jansen', 39089, 'English'], ['Billy_Gould', 'http://dbpedia.org/resource/Billy_Gould', 37551, 'English'], ['Robert_John_%22Mutt%22_Lange', 'http://dbpedia.org/resource/Robert_John_%22Mutt%22_Lange', 36530, 'English'], ['Johnny_Herbert', 'http://dbpedia.org/resource/Johnny_Herbert', 37087, 'English'], ['Martin_Schulz', 'http://dbpedia.org/resource/Martin_Schulz', 19823, 'English'], ['Nelson_Goodman', 'http://dbpedia.org/resource/Nelson_Goodman', 31105, 'English'], ['Jerry_Lee_Lewis', 'http://dbpedia.org/resource/Jerry_Lee_Lewis', 16132, 'English'], ['Hans_Christian_Schmidt', 'http://dbpedia.org/resource/Hans_Christian_Schmidt', 36794, 'English'], ['Erik_Cole', 'http://dbpedia.org/resource/Erik_Cole', 11319, 'English'], ['Tirésias_Simon_Sam', 'http://dbpedia.org/resource/Tirésias_Simon_Sam', 15368, 'English'], ['Hans-Peter_Tschudi', 'http://dbpedia.org/resource/Hans-Peter_Tschudi', 37396, 'English'], ['Alan_J._Dixon', 'http://dbpedia.org/resource/Alan_J._Dixon', 16374, 'English'], ['Frank_Jensen', 'http://dbpedia.org/resource/Frank_Jensen', 31202, 'English']]",20
Herbie_Hancock,142,French,"[['Herbie_Hancock', 'http://dbpedia.org/resource/Herbie_Hancock', 10642, 'English'], ['Dave_Hancock', 'http://dbpedia.org/resource/Dave_Hancock', 20083, 'English'], ['Quincy_Jones', 'http://dbpedia.org/resource/Quincy_Jones', 16436, 'English'], ['John_Coltrane', 'http://dbpedia.org/resource/John_Coltrane', 33558, 'English'], ['John_Quincy_Adams', 'http://dbpedia.org/resource/John_Quincy_Adams', 13104, 'English'], ['Billie_Joe_Armstrong', 'http://dbpedia.org/resource/Billie_Joe_Armstrong', 35745, 'English'], ['Chick_Corea', 'http://dbpedia.org/resource/Chick_Corea', 15196, 'English'], ['John_Jones_Ross', 'http://dbpedia.org/resource/John_Jones_Ross', 13168, 'English'], ['Stan_Getz', 'http://dbpedia.org/resource/Stan_Getz', 36775, 'English'], ['John_Butler_Trio', 'http://dbpedia.org/resource/John_Butler_Trio', 14660, 'English'], ['James_Monroe', 'http://dbpedia.org/resource/James_Monroe', 13338, 'English'], ['Larry_Williams', 'http://dbpedia.org/resource/Larry_Williams', 19564, 'English'], ['Norah_Jones', 'http://dbpedia.org/resource/Norah_Jones', 13399, 'English'], ['Larry_Evans', 'http://dbpedia.org/resource/Larry_Evans', 38004, 'English'], ['John_Wesley_Harding_(album)', 'http://dbpedia.org/resource/John_Wesley_Harding_(album)', 34825, 'English'], ['Joe_Clark', 'http://dbpedia.org/resource/Joe_Clark', 10977, 'English'], ['Jackie_Jackson', 'http://dbpedia.org/resource/Jackie_Jackson', 16032, 'English'], ['John_Glenn', 'http://dbpedia.org/resource/John_Glenn', 31487, 'English'], ['Hank_Williams', 'http://dbpedia.org/resource/Hank_Williams', 33671, 'English'], ['Lucinda_Williams', 'http://dbpedia.org/resource/Lucinda_Williams', 13561, 'English']]",20
José_Sócrates,143,French,"[['José_Sócrates', 'http://dbpedia.org/resource/José_Sócrates', 10643, 'English'], ['José_Miaja', 'http://dbpedia.org/resource/José_Miaja', 10638, 'English'], ['José_Relvas', 'http://dbpedia.org/resource/José_Relvas', 14895, 'English'], ['José_Froilán_González', 'http://dbpedia.org/resource/José_Froilán_González', 12816, 'English'], ['José_Mário_Vaz', 'http://dbpedia.org/resource/José_Mário_Vaz', 34085, 'English'], ['José_María_Aznar', 'http://dbpedia.org/resource/José_María_Aznar', 35893, 'English'], ['José_Sarney', 'http://dbpedia.org/resource/José_Sarney', 17846, 'English'], ['José_Luis_Rodríguez_Zapatero', 'http://dbpedia.org/resource/José_Luis_Rodríguez_Zapatero', 15945, 'English'], ['José_Montilla', 'http://dbpedia.org/resource/José_Montilla', 11628, 'English'], ['José_Manuel_Barroso', 'http://dbpedia.org/resource/José_Manuel_Barroso', 35382, 'English'], ['António_José_Seguro', 'http://dbpedia.org/resource/António_José_Seguro', 34501, 'English'], ['António_José_de_Almeida', 'http://dbpedia.org/resource/António_José_de_Almeida', 20741, 'English'], ['José_Théodore', 'http://dbpedia.org/resource/José_Théodore', 37686, 'English'], ['José_Blanco_López', 'http://dbpedia.org/resource/José_Blanco_López', 37980, 'English'], ['José_Bono_Martínez', 'http://dbpedia.org/resource/José_Bono_Martínez', 37829, 'English'], ['José_Antonio_Griñán', 'http://dbpedia.org/resource/José_Antonio_Griñán', 14534, 'English'], ['José_Vicente_de_Freitas', 'http://dbpedia.org/resource/José_Vicente_de_Freitas', 33527, 'English'], ['José_Eduardo_dos_Santos', 'http://dbpedia.org/resource/José_Eduardo_dos_Santos', 34702, 'English'], ['Juan_José_Lucas', 'http://dbpedia.org/resource/Juan_José_Lucas', 12107, 'English'], ['José_de_Castro', 'http://dbpedia.org/resource/José_de_Castro', 17207, 'English']]",20
Bob_Kane,144,French,"[['Bob_Kane', 'http://dbpedia.org/resource/Bob_Kane', 10644, 'English'], ['B.o.B', 'http://dbpedia.org/resource/B.o.B', 15118, 'English'], ['Bob_Riley', 'http://dbpedia.org/resource/Bob_Riley', 37568, 'English'], ['Kane_Roberts', 'http://dbpedia.org/resource/Kane_Roberts', 36189, 'English'], ['Bob_Johnston', 'http://dbpedia.org/resource/Bob_Johnston', 16151, 'English'], ['Bob_Dylan', 'http://dbpedia.org/resource/Bob_Dylan', 15192, 'English'], ['Bob_Carr', 'http://dbpedia.org/resource/Bob_Carr', 10716, 'English'], ['Bob_Rock', 'http://dbpedia.org/resource/Bob_Rock', 36377, 'English'], ['Bob_Hartley', 'http://dbpedia.org/resource/Bob_Hartley', 13484, 'English'], ['Bob_Marley', 'http://dbpedia.org/resource/Bob_Marley', 14916, 'English'], ['Bob_C._Riley', 'http://dbpedia.org/resource/Bob_C._Riley', 33757, 'English'], ['Jim_Morrison', 'http://dbpedia.org/resource/Jim_Morrison', 36725, 'English'], ['Joe_Clark', 'http://dbpedia.org/resource/Joe_Clark', 10977, 'English'], [""The_Freewheelin'_Bob_Dylan"", ""http://dbpedia.org/resource/The_Freewheelin'_Bob_Dylan"", 18896, 'English'], ['Gil_Kane', 'http://dbpedia.org/resource/Gil_Kane', 19934, 'English'], ['Jim_Clark', 'http://dbpedia.org/resource/Jim_Clark', 15689, 'English'], ['Joe_Barry_Carroll', 'http://dbpedia.org/resource/Joe_Barry_Carroll', 35561, 'English'], ['Mike_Richards', 'http://dbpedia.org/resource/Mike_Richards', 17811, 'English'], ['Brian_Jones', 'http://dbpedia.org/resource/Brian_Jones', 36200, 'English'], ['Bob_McDonnell', 'http://dbpedia.org/resource/Bob_McDonnell', 16329, 'English']]",20
Université_de_New_York,145,French,"[['New_York_University', 'http://dbpedia.org/resource/New_York_University', 10645, 'English'], ['New_York', 'http://dbpedia.org/resource/New_York', 15499, 'English'], ['Syracuse,_New_York', 'http://dbpedia.org/resource/Syracuse,_New_York', 20263, 'English'], ['City_College_of_New_York', 'http://dbpedia.org/resource/City_College_of_New_York', 18097, 'English'], ['Rochester,_New_York', 'http://dbpedia.org/resource/Rochester,_New_York', 37679, 'English'], ['Albany,_New_York', 'http://dbpedia.org/resource/Albany,_New_York', 31250, 'English'], ['New_York_City', 'http://dbpedia.org/resource/New_York_City', 12995, 'English'], ['Binghamton,_New_York', 'http://dbpedia.org/resource/Binghamton,_New_York', 34589, 'English'], ['Ithaca,_New_York', 'http://dbpedia.org/resource/Ithaca,_New_York', 34242, 'English'], ['Buffalo,_New_York', 'http://dbpedia.org/resource/Buffalo,_New_York', 33517, 'English'], ['New_York_Liberty', 'http://dbpedia.org/resource/New_York_Liberty', 32586, 'English'], ['New_Rochelle,_New_York', 'http://dbpedia.org/resource/New_Rochelle,_New_York', 31718, 'English'], ['Southampton,_New_York', 'http://dbpedia.org/resource/Southampton,_New_York', 30283, 'English'], ['Schenectady,_New_York', 'http://dbpedia.org/resource/Schenectady,_New_York', 30267, 'English'], ['York', 'http://dbpedia.org/resource/York', 36115, 'English'], ['New_York_Americans', 'http://dbpedia.org/resource/New_York_Americans', 33407, 'English'], ['New_York_City_FC', 'http://dbpedia.org/resource/New_York_City_FC', 19281, 'English'], ['New_York_Cosmos_(2010)', 'http://dbpedia.org/resource/New_York_Cosmos_(2010)', 11785, 'English'], ['Princeton,_New_Jersey', 'http://dbpedia.org/resource/Princeton,_New_Jersey', 30800, 'English'], ['New_York_Islanders', 'http://dbpedia.org/resource/New_York_Islanders', 35325, 'English']]",20
